Label,Eye_Distance,Nose_Chin_Distance,Mouth_Width
LatinAmerica,70.00714249274856,62.03224967708329,44.04543109109048
LatinAmerica,73.00684899377592,56.0357029044876,48.010415536631214
LatinAmerica,65.0,58.034472514187634,50.00999900019995
LatinAmerica,67.06713054842886,58.42088667591412,40.01249804748511
LatinAmerica,66.0,54.00925846556311,34.132096331752024
LatinAmerica,67.00746227100382,60.00833275470999,52.03844732503075
LatinAmerica,72.11102550927978,65.19202405202648,45.09988913511872
LatinAmerica,77.05841939723393,57.706152185014034,42.0
LatinAmerica,68.00735254367721,50.00999900019995,54.037024344425184
LatinAmerica,68.0,62.289646009589745,45.0
LatinAmerica,71.02816342831905,57.0,48.041648597857254
LatinAmerica,70.06425622241343,59.135437767890075,45.0111097397076
LatinAmerica,67.11929677819934,50.039984012787215,35.05709628591621
LatinAmerica,62.03224967708329,50.80354318352215,41.012193308819754
LatinAmerica,65.03076195155643,62.07253821135398,37.05401462729781
LatinAmerica,70.11419257183242,62.20128616033595,39.05124837953327
LatinAmerica,71.0,55.326304774492215,42.0
LatinAmerica,62.00806399170998,58.42088667591412,34.0147027033899
LatinAmerica,71.00704190430693,65.03076195155643,43.01162633521314
LatinAmerica,64.6297145282261,58.855755878248644,35.22782990761707
LatinAmerica,69.06518659932803,65.37583651472461,42.0
LatinAmerica,69.00724599634447,62.03224967708329,46.0
LatinAmerica,63.0,58.034472514187634,38.01315561749642
LatinAmerica,63.00793600809346,62.0,39.01281840626232
LatinAmerica,64.1248781675256,61.07372593840988,40.049968789001575
LatinAmerica,65.00769185258002,59.30430001273095,36.0
LatinAmerica,72.00694410957877,56.00892785976178,43.04648650006177
LatinAmerica,68.0,55.036351623268054,53.03772242470448
LatinAmerica,66.0,72.00694410957877,43.0
LatinAmerica,72.06247289678588,74.00675644831355,48.041648597857254
LatinAmerica,63.198101237299845,56.08029957123981,40.11234224026316
LatinAmerica,65.37583651472461,64.07027391856539,36.124783736376884
LatinAmerica,69.02897942168927,65.37583651472461,42.01190307520001
LatinAmerica,66.007575322837,59.00847396772772,43.04648650006177
LatinAmerica,70.178344238091,61.07372593840988,55.14526271584895
LatinAmerica,72.0,65.0,40.0
LatinAmerica,68.00735254367721,60.0,56.00892785976178
LatinAmerica,68.0,55.036351623268054,39.01281840626232
LatinAmerica,64.1248781675256,58.077534382926416,54.08326913195984
LatinAmerica,65.0,48.0,41.012193308819754
LatinAmerica,67.02984409947557,56.142675390472796,43.01162633521314
MiddleEast,68.0,62.12889826803627,44.01136216933077
MiddleEast,68.0,62.12889826803627,44.01136216933077
MiddleEast,69.02897942168927,52.08646657242167,35.014282800023196
MiddleEast,69.02897942168927,52.08646657242167,35.014282800023196
MiddleEast,65.00769185258002,61.07372593840988,39.0
MiddleEast,65.00769185258002,61.07372593840988,39.0
MiddleEast,85.0,50.00999900019995,44.04543109109048
MiddleEast,85.0,50.00999900019995,44.04543109109048
MiddleEast,68.0294054067798,54.00925846556311,42.01190307520001
MiddleEast,68.0294054067798,54.00925846556311,42.01190307520001
MiddleEast,68.06614430096654,54.037024344425184,51.03920062069938
MiddleEast,68.06614430096654,54.037024344425184,51.03920062069938
MiddleEast,65.06919393998976,52.23983154643591,48.010415536631214
MiddleEast,65.06919393998976,52.23983154643591,48.010415536631214
MiddleEast,71.02816342831905,63.12685640834652,42.01190307520001
MiddleEast,71.02816342831905,63.12685640834652,42.01190307520001
MiddleEast,68.0294054067798,60.03332407921454,43.04648650006177
MiddleEast,68.0294054067798,60.03332407921454,43.04648650006177
MiddleEast,68.06614430096654,61.032778078668514,41.048751503547585
MiddleEast,68.06614430096654,61.032778078668514,41.048751503547585
MiddleEast,60.207972893961475,54.230987451824994,34.058772731852805
MiddleEast,60.207972893961475,54.230987451824994,34.058772731852805
MiddleEast,78.00640999302557,52.009614495783374,45.0
MiddleEast,78.00640999302557,52.009614495783374,45.0
MiddleEast,70.02856560004639,58.077534382926416,34.058772731852805
MiddleEast,70.02856560004639,58.077534382926416,34.058772731852805
MiddleEast,68.00735254367721,56.08029957123981,37.05401462729781
MiddleEast,68.00735254367721,56.08029957123981,37.05401462729781
MiddleEast,66.0,59.07622195096772,38.0
MiddleEast,66.0,59.07622195096772,38.0
MiddleEast,72.06247289678588,67.0,42.01190307520001
MiddleEast,72.06247289678588,67.0,42.01190307520001
MiddleEast,67.02984409947557,56.0,40.049968789001575
MiddleEast,67.02984409947557,56.0,40.049968789001575
MiddleEast,64.00781202322104,60.00833275470999,36.013886210738214
MiddleEast,64.00781202322104,60.00833275470999,36.013886210738214
MiddleEast,72.11102550927978,60.207972893961475,43.04648650006177
MiddleEast,72.11102550927978,60.207972893961475,43.04648650006177
MiddleEast,80.15609770940699,59.0,44.04543109109048
MiddleEast,80.15609770940699,59.0,44.04543109109048
MiddleEast,61.0,50.039984012787215,33.0
MiddleEast,61.0,50.039984012787215,33.0
MiddleEast,70.00714249274856,64.03124237432849,42.01190307520001
MiddleEast,70.00714249274856,64.03124237432849,42.01190307520001
MiddleEast,71.02816342831905,56.00892785976178,39.0
MiddleEast,71.02816342831905,56.00892785976178,39.0
MiddleEast,68.00735254367721,56.0357029044876,48.010415536631214
MiddleEast,68.00735254367721,56.0357029044876,48.010415536631214
MiddleEast,16.278820596099706,15.297058540778355,10.198039027185569
MiddleEast,16.278820596099706,15.297058540778355,10.198039027185569
MiddleEast,81.30190649671138,58.309518948453004,58.137767414994535
MiddleEast,81.30190649671138,58.309518948453004,58.137767414994535
MiddleEast,78.00640999302557,50.08991914547278,39.0
MiddleEast,78.00640999302557,50.08991914547278,39.0
MiddleEast,67.00746227100382,54.00925846556311,34.0147027033899
MiddleEast,67.00746227100382,54.00925846556311,34.0147027033899
Scandivian,65.19202405202648,55.036351623268054,43.04648650006177
Scandivian,69.0,59.07622195096772,39.0
Scandivian,68.18357573492314,66.27216610312357,38.01315561749642
Scandivian,69.18092222571191,61.66036003787198,42.01190307520001
Scandivian,71.02816342831905,61.07372593840988,41.0
Scandivian,63.00793600809346,59.07622195096772,38.0
Scandivian,72.11102550927978,56.515484603779164,38.118237105091836
Scandivian,73.10950690573696,56.00892785976178,43.04648650006177
